mach,rollRate,rollForceCoeffCanard,rollForceCoeffFin,rollDampCoeffCanard,rollDampCoeffFin
0.4500,7.6700,0.1455,0.7626,0.0601,0.5348
0.4500,7.6800,0.1455,0.7626,0.0602,0.5355
0.4500,7.6900,0.1455,0.7626,0.0603,0.5362
0.4500,7.7000,0.1455,0.7626,0.0604,0.5369
0.4500,7.7100,0.1455,0.7626,0.0605,0.5376
0.4500,7.7200,0.1455,0.7626,0.0605,0.5383
0.4500,7.7300,0.1455,0.7626,0.0606,0.5390
0.4500,7.7400,0.1455,0.7626,0.0607,0.5397
0.4500,7.7500,0.1455,0.7626,0.0608,0.5404
0.4500,7.7600,0.1455,0.7626,0.0608,0.5411
0.4500,7.7700,0.1455,0.7626,0.0609,0.5418
0.4500,7.7800,0.1455,0.7626,0.0610,0.5425
0.4500,7.7900,0.1455,0.7626,0.0611,0.5432
0.4500,7.8000,0.1455,0.7626,0.0612,0.5439
0.4500,7.8100,0.1455,0.7626,0.0612,0.5446
0.4500,7.8200,0.1455,0.7626,0.0613,0.5453
0.4500,7.8300,0.1455,0.7626,0.0614,0.5460
0.4500,7.8400,0.1455,0.7626,0.0615,0.5467
0.4500,7.8500,0.1455,0.7626,0.0616,0.5474
0.4500,7.8600,0.1455,0.7626,0.0616,0.5481
0.4500,7.8700,0.1455,0.7626,0.0617,0.5488
0.4500,7.8800,0.1455,0.7626,0.0618,0.5495
0.4500,7.8900,0.1455,0.7626,0.0619,0.5502
0.4500,7.9000,0.1455,0.7626,0.0619,0.5508
0.4500,7.9100,0.1455,0.7626,0.0620,0.5515
0.4500,7.9200,0.1455,0.7626,0.0621,0.5522
0.4500,7.9300,0.1455,0.7626,0.0622,0.5529
0.4500,7.9400,0.1455,0.7626,0.0623,0.5536
0.4500,7.9500,0.1455,0.7626,0.0623,0.5543
0.4500,7.9600,0.1455,0.7626,0.0624,0.5550
0.4500,7.9700,0.1455,0.7626,0.0625,0.5557
0.4500,7.9800,0.1455,0.7626,0.0626,0.5564
0.4500,7.9900,0.1455,0.7626,0.0627,0.5571
0.4500,8.0000,0.1455,0.7626,0.0627,0.5578
0.4500,8.0100,0.1455,0.7626,0.0628,0.5585
0.4500,8.0200,0.1455,0.7626,0.0629,0.5592
0.4500,8.0300,0.1455,0.7626,0.0630,0.5599
0.4500,8.0400,0.1455,0.7626,0.0630,0.5606
0.4500,8.0500,0.1455,0.7626,0.0631,0.5613
0.4500,8.0600,0.1455,0.7626,0.0632,0.5620
0.4500,8.0700,0.1455,0.7626,0.0633,0.5627
0.4500,8.0800,0.1455,0.7626,0.0634,0.5634
0.4500,8.0900,0.1455,0.7626,0.0634,0.5641
0.4500,8.1000,0.1455,0.7626,0.0635,0.5648
0.4500,8.1100,0.1455,0.7626,0.0636,0.5655
0.4500,8.1200,0.1455,0.7626,0.0637,0.5662
0.4500,8.1300,0.1455,0.7626,0.0637,0.5669
0.4500,8.1400,0.1455,0.7626,0.0638,0.5676
0.4500,8.1500,0.1455,0.7626,0.0639,0.5683
0.4500,8.1600,0.1455,0.7626,0.0640,0.5690
0.4500,8.1700,0.1455,0.7626,0.0641,0.5697
0.4500,8.1800,0.1455,0.7626,0.0641,0.5704
0.4500,8.1900,0.1455,0.7626,0.0642,0.5711
0.4500,8.2000,0.1455,0.7626,0.0643,0.5718
0.4500,8.2100,0.1455,0.7626,0.0644,0.5725
0.4500,8.2200,0.1455,0.7626,0.0645,0.5732
0.4500,8.2300,0.1455,0.7626,0.0645,0.5739
0.4500,8.2400,0.1455,0.7626,0.0646,0.5746
0.4500,8.2500,0.1455,0.7626,0.0647,0.5753
0.4500,8.2600,0.1455,0.7626,0.0648,0.5760
0.4500,8.2700,0.1455,0.7626,0.0648,0.5766
0.4500,8.2800,0.1455,0.7626,0.0649,0.5773
0.4500,8.2900,0.1455,0.7626,0.0650,0.5780
0.4500,8.3000,0.1455,0.7626,0.0651,0.5787
0.4500,8.3100,0.1455,0.7626,0.0652,0.5794
0.4500,8.3200,0.1455,0.7626,0.0652,0.5801
0.4500,8.3300,0.1455,0.7626,0.0653,0.5808
0.4500,8.3400,0.1455,0.7626,0.0654,0.5815
0.4500,8.3500,0.1455,0.7626,0.0655,0.5822
0.4500,8.3600,0.1455,0.7626,0.0656,0.5829
0.4500,8.3700,0.1455,0.7626,0.0656,0.5836
0.4500,8.3800,0.1455,0.7626,0.0657,0.5843
0.4500,8.3900,0.1455,0.7626,0.0658,0.5850
0.4500,8.4000,0.1455,0.7626,0.0659,0.5857
0.4500,8.4100,0.1455,0.7626,0.0659,0.5864
0.4500,8.4200,0.1455,0.7626,0.0660,0.5871
0.4500,8.4300,0.1455,0.7626,0.0661,0.5878
0.4500,8.4400,0.1455,0.7626,0.0662,0.5885
0.4500,8.4500,0.1455,0.7626,0.0663,0.5892
0.4500,8.4600,0.1455,0.7626,0.0663,0.5899
0.4500,8.4700,0.1455,0.7626,0.0664,0.5906
0.4500,8.4800,0.1455,0.7626,0.0665,0.5913
0.4500,8.4900,0.1455,0.7626,0.0666,0.5920
0.4500,8.5000,0.1455,0.7626,0.0666,0.5927
0.4500,8.5100,0.1455,0.7626,0.0667,0.5934
0.4500,8.5200,0.1455,0.7626,0.0668,0.5941
0.4500,8.5300,0.1455,0.7626,0.0669,0.5948
0.4500,8.5400,0.1455,0.7626,0.0670,0.5955
0.4500,8.5500,0.1455,0.7626,0.0670,0.5962
0.4500,8.5600,0.1455,0.7626,0.0671,0.5969
0.4500,8.5700,0.1455,0.7626,0.0672,0.5976
0.4500,8.5800,0.1455,0.7626,0.0673,0.5983
0.4500,8.5900,0.1455,0.7626,0.0674,0.5990
0.4500,8.6000,0.1455,0.7626,0.0674,0.5997
0.4500,8.6100,0.1455,0.7626,0.0675,0.6004
0.4500,8.6200,0.1455,0.7626,0.0676,0.6011
0.4500,8.6300,0.1455,0.7626,0.0677,0.6018
0.4500,8.6400,0.1455,0.7626,0.0677,0.6024
0.4500,8.6500,0.1455,0.7626,0.0678,0.6031
0.4500,8.6600,0.1455,0.7626,0.0679,0.6038
0.4500,8.6700,0.1455,0.7626,0.0680,0.6045
0.4500,8.6800,0.1455,0.7626,0.0681,0.6052
0.4500,8.6900,0.1455,0.7626,0.0681,0.6059
0.4500,8.7000,0.1455,0.7626,0.0682,0.6066
0.4500,8.7100,0.1455,0.7626,0.0683,0.6073
0.4500,8.7200,0.1455,0.7626,0.0684,0.6080
0.4500,8.7300,0.1455,0.7626,0.0685,0.6087
0.4500,8.7400,0.1455,0.7626,0.0685,0.6094
0.4500,8.7500,0.1455,0.7626,0.0686,0.6101
0.4500,8.7600,0.1455,0.7626,0.0687,0.6108
0.4500,8.7700,0.1455,0.7626,0.0688,0.6115
0.4500,8.7800,0.1455,0.7626,0.0688,0.6122
0.4500,8.7900,0.1455,0.7626,0.0689,0.6129
0.4500,8.8000,0.1455,0.7626,0.0690,0.6136
0.4500,8.8100,0.1455,0.7626,0.0691,0.6143
0.4500,8.8200,0.1455,0.7626,0.0692,0.6150
0.4500,8.8300,0.1455,0.7626,0.0692,0.6157
0.4500,8.8400,0.1455,0.7626,0.0693,0.6164
0.4500,8.8500,0.1455,0.7626,0.0694,0.6171
0.4500,8.8600,0.1455,0.7626,0.0695,0.6178
0.4500,8.8700,0.1455,0.7626,0.0696,0.6185
0.4500,8.8800,0.1455,0.7626,0.0696,0.6192
0.4500,8.8900,0.1455,0.7626,0.0697,0.6199
0.4500,8.9000,0.1455,0.7626,0.0698,0.6206
0.4500,8.9100,0.1455,0.7626,0.0699,0.6213
0.4500,8.9200,0.1455,0.7626,0.0699,0.6220
0.4500,8.9300,0.1455,0.7626,0.0700,0.6227
0.4500,8.9400,0.1455,0.7626,0.0701,0.6234
0.4500,8.9500,0.1455,0.7626,0.0702,0.6241
0.4500,8.9600,0.1455,0.7626,0.0703,0.6248
0.4500,8.9700,0.1455,0.7626,0.0703,0.6255
0.4500,8.9800,0.1455,0.7626,0.0704,0.6262
0.4500,8.9900,0.1455,0.7626,0.0705,0.6269
0.4500,9.0000,0.1455,0.7626,0.0706,0.6276
0.4500,9.0100,0.1455,0.7626,0.0706,0.6282
0.4500,9.0200,0.1455,0.7626,0.0707,0.6289
0.4500,9.0300,0.1455,0.7626,0.0708,0.6296
0.4500,9.0400,0.1455,0.7626,0.0709,0.6303
0.4500,9.0500,0.1455,0.7626,0.0710,0.6310
0.4500,9.0600,0.1455,0.7626,0.0710,0.6317
0.4500,9.0700,0.1455,0.7626,0.0711,0.6324
0.4500,9.0800,0.1455,0.7626,0.0712,0.6331
0.4500,9.0900,0.1455,0.7626,0.0713,0.6338
0.4500,9.1000,0.1455,0.7626,0.0714,0.6345
0.4500,9.1100,0.1455,0.7626,0.0714,0.6352
0.4500,9.1200,0.1455,0.7626,0.0715,0.6359
0.4500,9.1300,0.1455,0.7626,0.0716,0.6366
0.4500,9.1400,0.1455,0.7626,0.0717,0.6373
0.4500,9.1500,0.1455,0.7626,0.0717,0.6380
0.4500,9.1600,0.1455,0.7626,0.0718,0.6387
0.4500,9.1700,0.1455,0.7626,0.0719,0.6394
0.4500,9.1800,0.1455,0.7626,0.0720,0.6401
0.4500,9.1900,0.1455,0.7626,0.0721,0.6408
0.4500,9.2000,0.1455,0.7626,0.0721,0.6415
0.4500,9.2100,0.1455,0.7626,0.0722,0.6422
0.4500,9.2200,0.1455,0.7626,0.0723,0.6429
0.4500,9.2300,0.1455,0.7626,0.0724,0.6436
0.4500,9.2400,0.1455,0.7626,0.0725,0.6443
0.4500,9.2500,0.1455,0.7626,0.0725,0.6450
0.4500,9.2600,0.1455,0.7626,0.0726,0.6457
0.4500,9.2700,0.1455,0.7626,0.0727,0.6464
0.4500,9.2800,0.1455,0.7626,0.0728,0.6471
0.4500,9.2900,0.1455,0.7626,0.0728,0.6478
0.4500,9.3000,0.1455,0.7626,0.0729,0.6485
0.4500,9.3100,0.1455,0.7626,0.0730,0.6492
0.4500,9.3200,0.1455,0.7626,0.0731,0.6499
0.4500,9.3300,0.1455,0.7626,0.0732,0.6506
0.4500,9.3400,0.1455,0.7626,0.0732,0.6513
0.4500,9.3500,0.1455,0.7626,0.0733,0.6520
0.4500,9.3600,0.1455,0.7626,0.0734,0.6527
0.4500,9.3700,0.1455,0.7626,0.0735,0.6533
0.4500,9.3800,0.1455,0.7626,0.0735,0.6540
0.4500,9.3900,0.1455,0.7626,0.0736,0.6547
0.4500,9.4000,0.1455,0.7626,0.0737,0.6554
0.4500,9.4100,0.1455,0.7626,0.0738,0.6561
0.4500,9.4200,0.1455,0.7626,0.0739,0.6568
0.4500,9.4300,0.1455,0.7626,0.0739,0.6575
0.4500,9.4400,0.1455,0.7626,0.0740,0.6582
0.4500,9.4500,0.1455,0.7626,0.0741,0.6589
0.4500,9.4600,0.1455,0.7626,0.0742,0.6596
0.4500,9.4700,0.1455,0.7626,0.0743,0.6603
0.4500,9.4800,0.1455,0.7626,0.0743,0.6610
0.4500,9.4900,0.1455,0.7626,0.0744,0.6617
0.4500,9.5000,0.1455,0.7626,0.0745,0.6624
0.4500,9.5100,0.1455,0.7626,0.0746,0.6631
0.4500,9.5200,0.1455,0.7626,0.0746,0.6638
0.4500,9.5300,0.1455,0.7626,0.0747,0.6645
0.4500,9.5400,0.1455,0.7626,0.0748,0.6652
0.4500,9.5500,0.1455,0.7626,0.0749,0.6659
0.4500,9.5600,0.1455,0.7626,0.0750,0.6666
0.4500,9.5700,0.1455,0.7626,0.0750,0.6673
0.4500,9.5800,0.1455,0.7626,0.0751,0.6680
0.4500,9.5900,0.1455,0.7626,0.0752,0.6687
0.4500,9.6000,0.1455,0.7626,0.0753,0.6694
0.4500,9.6100,0.1455,0.7626,0.0754,0.6701
0.4500,9.6200,0.1455,0.7626,0.0754,0.6708
0.4500,9.6300,0.1455,0.7626,0.0755,0.6715
0.4500,9.6400,0.1455,0.7626,0.0756,0.6722
0.4500,9.6500,0.1455,0.7626,0.0757,0.6729
0.4500,9.6600,0.1455,0.7626,0.0757,0.6736
0.4500,9.6700,0.1455,0.7626,0.0758,0.6743
0.4500,9.6800,0.1455,0.7626,0.0759,0.6750
0.4500,9.6900,0.1455,0.7626,0.0760,0.6757
0.4500,9.7000,0.1455,0.7626,0.0761,0.6764
0.4500,9.7100,0.1455,0.7626,0.0761,0.6771
0.4500,9.7200,0.1455,0.7626,0.0762,0.6778
0.4500,9.7300,0.1455,0.7626,0.0763,0.6785
0.4500,9.7400,0.1455,0.7626,0.0764,0.6791
0.4500,9.7500,0.1455,0.7626,0.0765,0.6798
0.4500,9.7600,0.1455,0.7626,0.0765,0.6805
0.4500,9.7700,0.1455,0.7626,0.0766,0.6812
0.4500,9.7800,0.1455,0.7626,0.0767,0.6819
0.4500,9.7900,0.1455,0.7626,0.0768,0.6826
0.4500,9.8000,0.1455,0.7626,0.0768,0.6833
0.4500,9.8100,0.1455,0.7626,0.0769,0.6840
0.4500,9.8200,0.1455,0.7626,0.0770,0.6847
0.4500,9.8300,0.1455,0.7626,0.0771,0.6854
0.4500,9.8400,0.1455,0.7626,0.0772,0.6861
0.4500,9.8500,0.1455,0.7626,0.0772,0.6868
0.4500,9.8600,0.1455,0.7626,0.0773,0.6875
0.4500,9.8700,0.1455,0.7626,0.0774,0.6882
0.4500,9.8800,0.1455,0.7626,0.0775,0.6889
0.4500,9.8900,0.1455,0.7626,0.0775,0.6896
0.4500,9.9000,0.1455,0.7626,0.0776,0.6903
0.4500,9.9100,0.1455,0.7626,0.0777,0.6910
0.4500,9.9200,0.1455,0.7626,0.0778,0.6917
0.4500,9.9300,0.1455,0.7626,0.0779,0.6924
0.4500,9.9400,0.1455,0.7626,0.0779,0.6931
0.4500,9.9500,0.1455,0.7626,0.0780,0.6938
0.4500,9.9600,0.1455,0.7626,0.0781,0.6945
0.4500,9.9700,0.1455,0.7626,0.0782,0.6952
0.4500,9.9800,0.1455,0.7626,0.0783,0.6959
0.4500,9.9900,0.1455,0.7626,0.0783,0.6966
0.4500,10.0000,0.1455,0.7626,0.0784,0.6973
0.4500,10.0100,0.1455,0.7626,0.0785,0.6980
0.4500,10.0200,0.1455,0.7626,0.0786,0.6987
0.4500,10.0300,0.1455,0.7626,0.0786,0.6994
0.4500,10.0400,0.1455,0.7626,0.0787,0.7001
0.4500,10.0500,0.1455,0.7626,0.0788,0.7008
0.4500,10.0600,0.1455,0.7626,0.0789,0.7015
0.4500,10.0700,0.1455,0.7626,0.0790,0.7022
0.4500,10.0800,0.1455,0.7626,0.0790,0.7029
0.4500,10.0900,0.1455,0.7626,0.0791,0.7036
0.4500,10.1000,0.1455,0.7626,0.0792,0.7043
0.4500,10.1100,0.1455,0.7626,0.0793,0.7049
0.4500,10.1200,0.1455,0.7626,0.0794,0.7056
0.4500,10.1300,0.1455,0.7626,0.0794,0.7063
0.4500,10.1400,0.1455,0.7626,0.0795,0.7070
0.4500,10.1500,0.1455,0.7626,0.0796,0.7077
0.4500,10.1600,0.1455,0.7626,0.0797,0.7084
0.4500,10.1700,0.1455,0.7626,0.0797,0.7091
0.4500,10.1800,0.1455,0.7626,0.0798,0.7098
0.4500,10.1900,0.1455,0.7626,0.0799,0.7105
0.4500,10.2000,0.1455,0.7626,0.0800,0.7112
0.4500,10.2100,0.1455,0.7626,0.0801,0.7119
0.4500,10.2200,0.1455,0.7626,0.0801,0.7126
0.4500,10.2300,0.1455,0.7626,0.0802,0.7133
0.4500,10.2400,0.1455,0.7626,0.0803,0.7140
0.4500,10.2500,0.1455,0.7626,0.0804,0.7147
0.4500,10.2600,0.1455,0.7626,0.0805,0.7154
0.4500,10.2700,0.1455,0.7626,0.0805,0.7161
0.4500,10.2800,0.1455,0.7626,0.0806,0.7168
0.4500,10.2900,0.1455,0.7626,0.0807,0.7175
0.4500,10.3000,0.1455,0.7626,0.0808,0.7182
0.4500,10.3100,0.1455,0.7626,0.0808,0.7189
0.4500,10.3200,0.1455,0.7626,0.0809,0.7196
0.4500,10.3300,0.1455,0.7626,0.0810,0.7203
0.4500,10.3400,0.1455,0.7626,0.0811,0.7210
0.4500,10.3500,0.1455,0.7626,0.0812,0.7217
0.4500,10.3600,0.1455,0.7626,0.0812,0.7224
0.4500,10.3700,0.1455,0.7626,0.0813,0.7231
0.4500,10.3800,0.1455,0.7626,0.0814,0.7238
0.4500,10.3900,0.1455,0.7626,0.0815,0.7245
0.4500,10.4000,0.1455,0.7626,0.0815,0.7252
0.4500,10.4100,0.1455,0.7626,0.0816,0.7259
0.4500,10.4200,0.1455,0.7626,0.0817,0.7266
0.4500,10.4300,0.1455,0.7626,0.0818,0.7273
0.4500,10.4400,0.1455,0.7626,0.0819,0.7280
0.4500,10.4500,0.1455,0.7626,0.0819,0.7287
0.4500,10.4600,0.1455,0.7626,0.0820,0.7294
0.4500,10.4700,0.1455,0.7626,0.0821,0.7301
0.4500,10.4800,0.1455,0.7626,0.0822,0.7307
0.4500,10.4900,0.1455,0.7626,0.0823,0.7314
0.4500,10.5000,0.1455,0.7626,0.0823,0.7321
0.4500,10.5100,0.1455,0.7626,0.0824,0.7328
0.4500,10.5200,0.1455,0.7626,0.0825,0.7335
0.4500,10.5300,0.1455,0.7626,0.0826,0.7342
0.4500,10.5400,0.1455,0.7626,0.0826,0.7349
0.4500,10.5500,0.1455,0.7626,0.0827,0.7356
0.4500,10.5600,0.1455,0.7626,0.0828,0.7363
0.4500,10.5700,0.1455,0.7626,0.0829,0.7370
0.4500,10.5800,0.1455,0.7626,0.0830,0.7377
0.4500,10.5900,0.1455,0.7626,0.0830,0.7384
0.4500,10.6000,0.1455,0.7626,0.0831,0.7391
0.4500,10.6100,0.1455,0.7626,0.0832,0.7398
0.4500,10.6200,0.1455,0.7626,0.0833,0.7405
0.4500,10.6300,0.1455,0.7626,0.0834,0.7412
0.4500,10.6400,0.1455,0.7626,0.0834,0.7419
0.4500,10.6500,0.1455,0.7626,0.0835,0.7426
0.4500,10.6600,0.1455,0.7626,0.0836,0.7433
0.4500,10.6700,0.1455,0.7626,0.0837,0.7440
0.4500,10.6800,0.1455,0.7626,0.0837,0.7447
0.4500,10.6900,0.1455,0.7626,0.0838,0.7454
0.4500,10.7000,0.1455,0.7626,0.0839,0.7461
0.4500,10.7100,0.1455,0.7626,0.0840,0.7468
0.4500,10.7200,0.1455,0.7626,0.0841,0.7475
0.4500,10.7300,0.1455,0.7626,0.0841,0.7482
0.4500,10.7400,0.1455,0.7626,0.0842,0.7489
0.4500,10.7500,0.1455,0.7626,0.0843,0.7496
0.4500,10.7600,0.1455,0.7626,0.0844,0.7503
0.4500,10.7700,0.1455,0.7626,0.0844,0.7510
0.4500,10.7800,0.1455,0.7626,0.0845,0.7517
0.4500,10.7900,0.1455,0.7626,0.0846,0.7524
0.4500,10.8000,0.1455,0.7626,0.0847,0.7531
0.4500,10.8100,0.1455,0.7626,0.0848,0.7538
0.4500,10.8200,0.1455,0.7626,0.0848,0.7545
0.4500,10.8300,0.1455,0.7626,0.0849,0.7552
0.4500,10.8400,0.1455,0.7626,0.0850,0.7558
0.4500,10.8500,0.1455,0.7626,0.0851,0.7565
0.4500,10.8600,0.1455,0.7626,0.0852,0.7572
0.4500,10.8700,0.1455,0.7626,0.0852,0.7579
0.4500,10.8800,0.1455,0.7626,0.0853,0.7586
0.4500,10.8900,0.1455,0.7626,0.0854,0.7593
0.4500,10.9000,0.1455,0.7626,0.0855,0.7600
0.4500,10.9100,0.1455,0.7626,0.0855,0.7607
0.4500,10.9200,0.1455,0.7626,0.0856,0.7614
0.4500,10.9300,0.1455,0.7626,0.0857,0.7621
0.4500,10.9400,0.1455,0.7626,0.0858,0.7628
0.4500,10.9500,0.1455,0.7626,0.0859,0.7635
0.4500,10.9600,0.1455,0.7626,0.0859,0.7642
0.4500,10.9700,0.1455,0.7626,0.0860,0.7649
0.4500,10.9800,0.1455,0.7626,0.0861,0.7656
0.4500,10.9900,0.1455,0.7626,0.0862,0.7663
0.4500,11.0000,0.1455,0.7626,0.0863,0.7670
0.4500,11.0100,0.1455,0.7626,0.0863,0.7677
0.4500,11.0200,0.1455,0.7626,0.0864,0.7684
0.4500,11.0300,0.1455,0.7626,0.0865,0.7691
0.4500,11.0400,0.1455,0.7626,0.0866,0.7698
0.4500,11.0500,0.1455,0.7626,0.0866,0.7705
0.4500,11.0600,0.1455,0.7626,0.0867,0.7712
0.4500,11.0700,0.1455,0.7626,0.0868,0.7719
0.4500,11.0800,0.1455,0.7626,0.0869,0.7726
0.4500,11.0900,0.1455,0.7626,0.0870,0.7733
0.4500,11.1000,0.1455,0.7626,0.0870,0.7740
0.4500,11.1100,0.1455,0.7626,0.0871,0.7747
0.4500,11.1200,0.1455,0.7626,0.0872,0.7754
0.4500,11.1300,0.1455,0.7626,0.0873,0.7761
0.4500,11.1400,0.1455,0.7626,0.0874,0.7768
0.4500,11.1500,0.1455,0.7626,0.0874,0.7775
0.4500,11.1600,0.1455,0.7626,0.0875,0.7782
0.4500,11.1700,0.1455,0.7626,0.0876,0.7789
0.4500,11.1800,0.1455,0.7626,0.0877,0.7796
0.4500,11.1900,0.1455,0.7626,0.0877,0.7803
0.4500,11.2000,0.1455,0.7626,0.0878,0.7810
0.4500,11.2100,0.1455,0.7626,0.0879,0.7816
0.4500,11.2200,0.1455,0.7626,0.0880,0.7823
0.4500,11.2300,0.1455,0.7626,0.0881,0.7830
0.4500,11.2400,0.1455,0.7626,0.0881,0.7837
0.4500,11.2500,0.1455,0.7626,0.0882,0.7844
0.4500,11.2600,0.1455,0.7626,0.0883,0.7851
0.4500,11.2700,0.1455,0.7626,0.0884,0.7858
0.4500,11.2800,0.1455,0.7626,0.0884,0.7865
0.4500,11.2900,0.1455,0.7626,0.0885,0.7872
0.4500,11.3000,0.1455,0.7626,0.0886,0.7879
0.4500,11.3100,0.1455,0.7626,0.0887,0.7886
0.4500,11.3200,0.1455,0.7626,0.0888,0.7893
0.4500,11.3300,0.1455,0.7626,0.0888,0.7900
0.4500,11.3400,0.1455,0.7626,0.0889,0.7907
0.4500,11.3500,0.1455,0.7626,0.0890,0.7914
0.4500,11.3600,0.1455,0.7626,0.0891,0.7921
0.4500,11.3700,0.1455,0.7626,0.0892,0.7928
0.4500,11.3800,0.1455,0.7626,0.0892,0.7935
0.4500,11.3900,0.1455,0.7626,0.0893,0.7942
0.4500,11.4000,0.1455,0.7626,0.0894,0.7949
0.4500,11.4100,0.1455,0.7626,0.0895,0.7956
0.4500,11.4200,0.1455,0.7626,0.0895,0.7963
0.4500,11.4300,0.1455,0.7626,0.0896,0.7970
0.4500,11.4400,0.1455,0.7626,0.0897,0.7977
0.4500,11.4500,0.1455,0.7626,0.0898,0.7984
0.4500,11.4600,0.1455,0.7626,0.0899,0.7991
0.4500,11.4700,0.1455,0.7626,0.0899,0.7998
0.4500,11.4800,0.1455,0.7626,0.0900,0.8005
0.4500,11.4900,0.1455,0.7626,0.0901,0.8012
0.4500,11.5000,0.1455,0.7626,0.0902,0.8019
0.4500,11.5100,0.1455,0.7626,0.0903,0.8026
0.4500,11.5200,0.1455,0.7626,0.0903,0.8033
0.4500,11.5300,0.1455,0.7626,0.0904,0.8040
0.4500,11.5400,0.1455,0.7626,0.0905,0.8047
0.4500,11.5500,0.1455,0.7626,0.0906,0.8054
0.4500,11.5600,0.1455,0.7626,0.0906,0.8061
0.4500,11.5700,0.1455,0.7626,0.0907,0.8068
0.4500,11.5800,0.1455,0.7626,0.0908,0.8074
0.4500,11.5900,0.1455,0.7626,0.0909,0.8081
0.4500,11.6000,0.1455,0.7626,0.0910,0.8088
0.4500,11.6100,0.1455,0.7626,0.0910,0.8095
0.4500,11.6200,0.1455,0.7626,0.0911,0.8102
0.4500,11.6300,0.1455,0.7626,0.0912,0.8109
0.4500,11.6400,0.1455,0.7626,0.0913,0.8116
0.4500,11.6500,0.1455,0.7626,0.0913,0.8123
0.4500,11.6600,0.1455,0.7626,0.0914,0.8130
0.4500,11.6700,0.1455,0.7626,0.0915,0.8137
0.4500,11.6800,0.1455,0.7626,0.0916,0.8144
0.4500,11.6900,0.1455,0.7626,0.0917,0.8151
0.4500,11.7000,0.1455,0.7626,0.0917,0.8158
0.4500,11.7100,0.1455,0.7626,0.0918,0.8165
0.4500,11.7200,0.1455,0.7626,0.0919,0.8172
0.4500,11.7300,0.1455,0.7626,0.0920,0.8179
0.4500,11.7400,0.1455,0.7626,0.0921,0.8186
0.4500,11.7500,0.1455,0.7626,0.0921,0.8193
0.4500,11.7600,0.1455,0.7626,0.0922,0.8200
0.4500,11.7700,0.1455,0.7626,0.0923,0.8207
0.4500,11.7800,0.1455,0.7626,0.0924,0.8214
0.4500,11.7900,0.1455,0.7626,0.0924,0.8221
0.4500,11.8000,0.1455,0.7626,0.0925,0.8228
0.4500,11.8100,0.1455,0.7626,0.0926,0.8235
0.4500,11.8200,0.1455,0.7626,0.0927,0.8242
0.4500,11.8300,0.1455,0.7626,0.0928,0.8249
0.4500,11.8400,0.1455,0.7626,0.0928,0.8256
0.4500,11.8500,0.1455,0.7626,0.0929,0.8263
0.4500,11.8600,0.1455,0.7626,0.0930,0.8270
0.4500,11.8700,0.1455,0.7626,0.0931,0.8277
0.4500,11.8800,0.1455,0.7626,0.0932,0.8284
0.4500,11.8900,0.1455,0.7626,0.0932,0.8291
0.4500,11.9000,0.1455,0.7626,0.0933,0.8298
0.4500,11.9100,0.1455,0.7626,0.0934,0.8305
0.4500,11.9200,0.1455,0.7626,0.0935,0.8312
0.4500,11.9300,0.1455,0.7626,0.0935,0.8319
0.4500,11.9400,0.1455,0.7626,0.0936,0.8326
0.4500,11.9500,0.1455,0.7626,0.0937,0.8332
0.4500,11.9600,0.1455,0.7626,0.0938,0.8339
0.4500,11.9700,0.1455,0.7626,0.0939,0.8346
0.4500,11.9800,0.1455,0.7626,0.0939,0.8353
0.4500,11.9900,0.1455,0.7626,0.0940,0.8360
0.4500,12.0000,0.1455,0.7626,0.0941,0.8367
0.4500,12.0100,0.1455,0.7626,0.0942,0.8374
0.4500,12.0200,0.1455,0.7626,0.0943,0.8381
0.4500,12.0300,0.1455,0.7626,0.0943,0.8388
0.4500,12.0400,0.1455,0.7626,0.0944,0.8395
0.4500,12.0500,0.1455,0.7626,0.0945,0.8402
0.4500,12.0600,0.1455,0.7626,0.0946,0.8409
0.4500,12.0700,0.1455,0.7626,0.0946,0.8416
0.4500,12.0800,0.1455,0.7626,0.0947,0.8423
0.4500,12.0900,0.1455,0.7626,0.0948,0.8430
0.4500,12.1000,0.1455,0.7626,0.0949,0.8437
0.4500,12.1100,0.1455,0.7626,0.0950,0.8444
0.4500,12.1200,0.1455,0.7626,0.0950,0.8451
0.4500,12.1300,0.1455,0.7626,0.0951,0.8458
0.4500,12.1400,0.1455,0.7626,0.0952,0.8465
0.4500,12.1500,0.1455,0.7626,0.0953,0.8472
0.4500,12.1600,0.1455,0.7626,0.0953,0.8479
0.4500,12.1700,0.1455,0.7626,0.0954,0.8486
0.4500,12.1800,0.1455,0.7626,0.0955,0.8493
0.4500,12.1900,0.1455,0.7626,0.0956,0.8500
0.4500,12.2000,0.1455,0.7626,0.0957,0.8507
0.4500,12.2100,0.1455,0.7626,0.0957,0.8514
0.4500,12.2200,0.1455,0.7626,0.0958,0.8521
0.4500,12.2300,0.1455,0.7626,0.0959,0.8528
0.4500,12.2400,0.1455,0.7626,0.0960,0.8535
0.4500,12.2500,0.1455,0.7626,0.0961,0.8542
0.4500,12.2600,0.1455,0.7626,0.0961,0.8549
0.4500,12.2700,0.1455,0.7626,0.0962,0.8556
0.4500,12.2800,0.1455,0.7626,0.0963,0.8563
0.4500,12.2900,0.1455,0.7626,0.0964,0.8570
0.4500,12.3000,0.1455,0.7626,0.0964,0.8577
